label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
Commission of the European Communities v. Italian Republic,,,Successful,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, European Court of Justice","European Union, Secondary Law, Directives, 2003/87/EC","Action brought against the Italian Republic by the Commission for its failure to adopt all laws, regulations, and administrative provisions necessary to comply with Directive 2003/87/EC.  The court ruled that the Italian Republic had failed to fulfill its obligations under Article 31(1) of the directive.",Action against Italy for failure to fulfill obligations,No case documents are available.,https://climatecasechart.com/non-us-case/commission-of-the-european-communities-v-italian-republic
ClientEarth v Poland (on behalf of P.N.),2021,,Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Poland, District Court","Poland, Civil Code, International Law, European Convention on Human Rights","ClientEarth, on behalf of a private citizen, brought an action against the Polish government alleging human rights violations for their failure to protect the citizen from the worsening effects of climate change. The case names the State Treasury as the defendant, represented by Minister for Climate and Environment, Minister for State Assets, Minister for Development, Labour and Technology, Minister for Infrastructure, Minister for Agriculture and Rural Development, and the Minister for Funds and Regional Policy. The plaintiff asks the court to determine the defendant's liability resulting from the public authorities’ allowing the emission of greenhouse gases (GHG) from the territory of Poland in excess of the ‘fair share.’ The plaintiff alleges this resulted in violations of the right to enjoy the value of the natural environment, including the right to live in stable and safe climatic conditions, health, respect for the place of residence, the right to privacy and respect for family life.",Whether the Polish government’s failure to protect plaintiff from the worsening effects of climate change violates personal and human rights,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210910_15778_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211220_15778_decision.pdf",https://climatecasechart.com/non-us-case/clientearth-v-poland-on-behalf-of-pn
Smith v. Attorney-General,2022,[2022] NZHC 1693,Decided,"Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Human Rights, Indigenous Groups","New Zealand, High Court of New Zealand, New Zealand, Court of Appeal","New Zealand, Bill of Rights Act 1990, New Zealand, Common law, New Zealand, Treaty of Waitangi","In March 2022, the plaintiff, a Māori elder, landowner, and tribal climate spokesperson, brought a claim against New Zealand’s government, alleging “inadequate action in relation to climate change”. He argued that the successive New Zealand governments had failed to adequately address the effects of climate change on New Zealand and its citizens, especially Māori. Specifically, the plaintiff argued that the government had failed to incorporate international obligations into domestic law, and to reduce the carbon emissions produced by government activities. Furthermore, although the government had introduced an emissions trading scheme, the plaintiff argued that the overall emissions cap was set too high and contained unjustifiable exemptions.","Whether New Zealand’s climate law framework violated common law duties, statutory rights, or te Tiriti o Waitangi | the Treaty of Waitangi.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20241219_2022-NZHC-1693_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20241219_2022-NZHC-1693_decision.pdf",https://climatecasechart.com/non-us-case/smith-v-attorney-general
In re Climate Resilience Bill,2021,,Decided,"Suits against governments, GHG emissions reduction and trading, Other","France, Constitutional Council","France, Constitution","On August 13, 2021, the Constitutional Council rejected a petition by parliamentarians to declare as unconstitutional a climate resilience bill, due to be passed in Autumn 2021. The parliamentarians alleged that law would deprive citizens of the constitutional right to live in a healthy and ecologically balanced environment by failing to enact strong enough provisions in time to meet carbon neutrality by 2050 goals. The Council set aside this challenge to the whole law on the grounds that the Council does not have the jurisdiction to hear challenges to the entire law, and that the parliamentarians did not challenge specific provisions in their inadequacy claims.","Whether a climate resilience bill, due to be passed in Autumn 2021, was insufficient to protect constitutional rights.",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210813_14307_decision.pdf,https://climatecasechart.com/non-us-case/in-re-climate-resilience-bill
Lawyers for Climate Action NZ Incorporated v. The Climate Change Commission,2021,[2022] NZHC 3064,Decided,"Suits against governments, GHG emissions reduction and trading, Other","New Zealand, High Court of New Zealand","International Law, UNFCCC, Paris Agreement, New Zealand, Climate Change Response Act 2002","New Zealand’s Climate Change Response Act 2002 (as amended 2019) sets a goal of net-zero emissions by 2050, and creates a Climate Change Commission (“CC Commission”) to provide periodic advice to the government in meeting that goal. On July 1, 2021, a group of hundreds of New Zealand lawyers sued the country's Climate Change Commission and the Minister for Climate Change arguing that several pieces of advice provided by the CC Commission had violated New Zealand administrative law.",Whether advice provided by New Zealand’s independent Climate Change Commission was consistent with the requirements of domestic climate legislation.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210701_2022-NZHC-3064_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211103_2022-NZHC-3064_points-of-claim.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221123_2022-NZHC-3064_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221123_2022-NZHC-3064_press-release.pdf",https://climatecasechart.com/non-us-case/lawyers-for-climate-action-nz-v-the-climate-change-commission
Mbabazi and Others v. The Attorney General and National Environmental Management Authority,2012,Civil Suit No. 283 of 2012,Decision pending,"Suits against governments, Public Trust","Uganda, High Court at Kampala","Uganda, Constitution","In 2012, the plaintiffs sought declaratory and injunctive relief on behalf of four Ugandan minors. They argue that article 237 of the Ugandan Constitution makes the government of Uganda a public trustee of the nation's natural resources—including its atmosphere—and that articles 39 and 237 require the government to preserve those resources from degradation for both present and future generations. Citing multiple examples of damage and loss of life resulting from extreme weather events, the plaintiffs allege that the government has breached its constitutional duty. In addition to asking the court to declare that the government is violating its public trust duty by not addressing climate change and thereby failing to prevent present and future harms, the plaintiffs request several forms of injunctive relief, such as orders compelling the government account accurately for nationwide greenhouse gas emissions and developing a plan to mitigate those emissions.",Ugandan government's obligations to mitigate climate change pursuant to the public trust doctrine,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120920_Civil-Suit-No.-283-of-2012_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150828_Civil-Suit-No.-283-of-2012_complaint.pdf",https://climatecasechart.com/non-us-case/mbabazi-et-al-v-attorney-general-et-al
INEOS Köln GmbH v Republic of Germany,2017,C-58/17,Decided,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, European Court of Justice","European Union, Secondary Law, Regulations, Commission Decision 2011/278/EU, European Union, Secondary Law, Directives, 2003/87/EC","INEOS operates a petrochemical plant that incorporates an industrial thermal power plant to provide steam through the combustion of liquid and gaseous waste materials stemming from the manufacturing processes of the site's chemical production facilities.
On January 23, 2012, INEOS applied to the German Emissions Trading Authority for a free allocation of emission allowances, including for process emissions from the combustion of incompletely oxidized carbon from chemical reactions in which the carbon-bearing material participates in the reaction but the primary purpose of which is not heat generation. By decision of February 19, 2014, the German Authority refused to allocate allowances free of charge for process emissions stemming from the combustion of liquid waste, claiming that only gaseous waste is entitled to such emissions according to the German legislation transposing Directive 2003/87/CE, which establishes a scheme for greenhouse gas emission allowance trading within the European Community.","INEOS challenged the national legislation, derived from Directive 2003/87/CE, that excluded incompletely oxidised carbon in a liquid state from free emissions allocations.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170203_C-5817_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180118_C-5817_judgment.pdf",https://climatecasechart.com/non-us-case/ineos-koln-gmbh-v-republic-of-germany
Ridhima Pandey v. Union of India,2017,Original Application No.: 187 of 2017; Civil Appeal No. 388/2021,Under Appeal,"Suits against governments, Human Rights, Youth/Children, Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Environmental assessment and permitting, Other projects, Suits against governments, Protecting biodiveristy and ecosystems, Suits against governments, Public Trust","India, National Green Tribunal","India, National Green Tribunal Act","Ridhima Pandey, a nine-year-old from the Uttarakhand region, is the named plaintiff in a climate change case filed in March 2017 with the National Green Tribunal of India. Plaintiff’s petition argues that the Public Trust Doctrine, India’s commitments under the Paris Agreement, and India’s existing environmental laws and climate-related policies oblige greater action to mitigate climate change. It also argues that the term “environment,” as used in the Environment (Protection) Act 1986, necessarily encompasses the climate.",Adequacy of India's climate change mitigation efforts vis-a-vis Public Trust Doctrine and other legal obligations,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170325_Original-Application-No.-187-of-2017-Civil-Appeal-No.-3882021_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190115_Original-Application-No.-187-of-2017-Civil-Appeal-No.-3882021_order.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20241205_Original-Application-No.-187-of-2017-Civil-Appeal-No.-3882021_appeal.pdf",https://climatecasechart.com/non-us-case/pandey-v-india
"Fliegenschnee et al. v. Federal Ministry for Digitalisation and Business Location, Austria",2021,,Decided,"Suits against governments, GHG emissions reduction and trading, EU ETS, Suits against governments, Human Rights, Right to a healthy environment","Austria, Vienna, Administrative Court of Vienna","European Union, Primary Law, Charter of Fundamental Rights of the EU, Austria, Trade Regulation Act 1994, European Union, Effort Sharing Regulation 2018/842, Austria, Constitution","On August 12, 2021, three natural persons, an Austrian municipality, and the NGO Global 2000 applied to the Minister for Digitalization and Business Location. They demanded issuing an ordinance that establishes a gradual ban on the sale of fossil fuels in Austria. The sale of solid fossil fuels should be banned from 1 January 2025, the sale of fossil heating oil from 1 January 2030, the sale of fossil fuels from 1 January 2035, and the sale of fossil fuels for aviation from 1 January 2040. In support of their claim, the applicants argued that they were directly affected by the climate crisis, which mainly results from burning fossil fuels - a practice that needs to be halted to protect life, health, and the environment.
One of the applicants asserted that climate change-induced heat waves posed a significant health risk due to pre-existing conditions; another applicant brought forward that she would severely suffer from the impacts of climate change due to her young age. The applicant municipality, in turn, stated that due to its location in the Alpine region, it was exposed to a significant risk of landslides during heavy rainfall events, which endangered the lives and health of its citizens. The fourth applicant, a farmer, argued that climate change-induced drought and resulting crop failures endangered her livelihood and caused ecological harm.",Whether individuals can demand the phasing out of fossil fuels based on Austrian laws and EU Effort Sharing Regulation Act.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220425_17775_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211105_17775_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_17775_decision.pdf",https://climatecasechart.com/non-us-case/fliegenschnee-et-al-v-federal-ministry-for-digitalisation-and-business-location-austria
Evonik Degussa GmbH v Republic of Germany,2017,C-229/17,Decided,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, European Court of Justice","European Union, Secondary Law, Regulations, Commission Decision 2011/278/EU, European Union, Secondary Law, Directives, 2003/87/EC","Evonik Degussa operates a hydrogen production installation; it carries out hydrogenation of rich gas and then processes it as part of a pressure-swing adsorption process, in so doing, separating the hydrogen from other substances contained in the rich gas. By decision of 17 February 2014, the German authorities made a decision to allocate Evonik Degussa allowances for the years 2013-2020, which decision made clear that the activity of extracting hydrogen from rich gas was not taken into account for the purposes of the allocation. By decision of 25 August 2015, the German authorities confirmed their original decision on the ground, inter alia, that the hydrogen was already present in the rich gas source streams, and it was not the result of a production by Evonik Degussa. Evonik Degussa appealed this decision before the Administrative Court in Berlin. The dispute in the main proceedings concerns whether the production of hydrogen by purification of rich gases ought to have been taken into account for the allocation of allowances. Evonik Degussa claims it should, relying in particular on the wording of the product benchmark for hydrogen and the definition of that product set out in Annex I, Part 2, to Decision 2011/278.","Interpretation of Decision 2011/278, to determine whether free greenhouse gas emission allowances should be awarded in the context of implementing a process of separation of hydrogen in a rich gas stream which already contains hydrogen.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200502_C-22917_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180517_C-22917_judgment.pdf",https://climatecasechart.com/non-us-case/evonik-degussa-gmbh-v-republic-of-germany
Spencer v. Commonwealth,2007,[2008] FCA 1256; [2009] FCAFC 38; [2010] HCA 28,Decided,"Suits against governments, GHG emissions reduction and trading, Other","Australia, High Court","Australia, Natural Resources Management (Financial Assistance) Act 1992 (Cth), Australia, Natural Heritage Trust of Australia Act 1997 (Cth), Australia, Native Vegetation Conservation Act 1997 (NSW), Australia, Australian Constitution, Australia, Native Vegetation Act 2003 (NSW)","The appellant challenged two state laws alleging that the legislation, which prohibited the clearing of native vegetation on his property, were an unjust acquisition of his property interests, including interests in carbon sequestration.  The Federal Court of Australia summarily dismissed the appeal, finding that the appellant had no reasonable prospect of success because the laws did not effect or authorize the acquisition of the appellant’s property. On appeal, the Full Court upheld the dismissal.",Appeal of dismissal of challenge to statute restricting cleaning of native vegetation on private property,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100901_2008-FCA-1256-2009-FCAFC-38-2010-HCA-28_decision.pdf,https://climatecasechart.com/non-us-case/spencer-v-commonwealth
Students for Climate Solutions Inc v. Minister of Energy and Resources,2021,[2022] NZHC 2116,Under Appeal,,"New Zealand, Supreme Court of New Zealand, New Zealand, High Court of New Zealand, New Zealand, Court of Appeal","New Zealand, Crown Minerals Act 1991, New Zealand, Treaty of Waitangi, New Zealand, Climate Change Response Act 2002","In 2021, Students for Climate Solutions brought a case against the Minister of Energy and Resources. The plaintiff argued that the defendant Minister, in granting petroleum exploration permits under the Crown Minerals Act 1991 (CMA), had failed to adequately consider the effects of the exploration on climate change. Specifically, the plaintiff claimed that: (1) climate change was a mandatory relevant consideration for the purposes of New Zealand administrative law; (2) that the failure to consider climate change rendered the decision unreasonable; and (3) that the minister had failed to have proper regard for the Treaty of Waitangi, New Zealand’s founding document.","Whether in granting petroleum exploration permits, the defendant government was required to consider the effects that granting such permits would have on greenhouse gas emissions.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220824_2022-NZHC-2116_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240507_2022-NZHC-2116_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2025/20250225_2022-NZHC-2116_decision.pdf",https://climatecasechart.com/non-us-case/students-for-climate-solutions-inc-v-minister-of-energy-and-resources
"Steinmetz, et al. v. Germany",2022,,Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On January 24, 2022, a group of German minors and young adults, supported by environmental organization Deutsche Umwelthilfe (DUH, Environmental Action Germany) filed a constitutional challenge to Germany's updated Federal Climate Protection Act (“Bundesklimaschutzgesetz” or “KSG”). Claimants argue that the KSG's amended GHG emissions reduction paths are insufficient in light of Germany’s constitutional and international legal obligations.",Youth argue that Germany's amended GHG reduction goals continued to violate fundamental rights.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220124_16018_petition.pdf,https://climatecasechart.com/non-us-case/steinmetz-et-al-v-germany
Nuestros Derechos al Futuro y Medio Ambiente Sano and CEMDA v. Energy Regulatory Commission (CRE),2023,Amparo No. 256/2023,Decided,"Suits against governments, Human Rights, Right to a healthy environment","Mexico, District Court in Administrative Matters","Mexico, Paris Agreement, Mexico, General Law on Climate Change, Mexico, Constitution","In July 2023, two NGOs (Nuestros Derechos al Futuro y Medio Ambiente Sano, A.C. and Centro Mexicano de Derecho Ambiental) filed a lawsuit against the Energy Regulatory Commission (Comisión Reguladora de Energía or CRE), challenging the “Resolution No. A/018/2023 of the Energy Regulatory Commission, which updates the reference values of the methodologies for calculating the efficiency of electric energy cogeneration systems and the criteria for determining efficient cogeneration, as well as the efficiency criteria and calculation methodology for determining the percentage of fuel-free energy established in Resolutions RES/003/2011, RES/206/2014, RES/291/2012 and RES/1838/2016, respectively”.",Whether the Resolution No. A/018/2023 of the Energy Regulatory Commission violates the constitutional right to a healthy environment by permitting that a fraction of the electricity generated by fossil gas-fired combined cycle power plants can be considered as clean energy.,No case documents are available.,https://climatecasechart.com/non-us-case/nuestros-derechos-al-futuro-y-medio-ambiente-sano-and-cemda-v-energy-regulatory-commission-cre
Plan B Earth and Others v. Prime Minister,2021,,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","United Kingdom, England and Wales, High Court of Justice","International Law, UNFCCC, Paris Agreement, International Law, European Convention on Human Rights, United Kingdom, Climate Change Act 2008","On May 1, 2021, Plan B Earth (an environmental charity) and Adetola Stephanie Kezia Onamade, Jerry  Noel Amokawandoh, Marina Xochitl Tricks (three young British citizens), and Timothy John Edward Crosland (together “the Claimants”) filed a petition for judicial review alleging that the UK government violated human rights by failing to implement effective measures to uphold its Paris Agreement commitments. The claimants argue that the Government has failed to produce a coherent plan for addressing the climate emergency. Plaintiffs allege that while the UK government has pledged itself to net zero emissions by 2050, it has undercut this commitment by supporting coal and aviation, granting oil and gas leases, investing more than 25 billion pounds in roads, and financing fossil fuel projects overseas. According to the petition, these policies expose claimants to gross violations of their rights to life, private and family life, and protection from discrimination guaranteed by Articles 2, 8 and 14 of the European Convention on Human Rights, as implemented into UK law by the Human Rights Act 1998. Claimants seek a court order that the UK government must urgently implement a legislative and administrative framework sufficient to uphold its Paris Agreement commitments.",Whether the UK government violated human rights by failing to uphold Paris Agreement commitments.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210501_13442_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211221_13442_judgment.pdf",https://climatecasechart.com/non-us-case/plan-b-earth-and-others-v-prime-minister
Complaint to the European Ombudsman on oil and gas imports from Russia,2022,,Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","European Union, European Ombudsman","European Union, European Code of Good Administrative Behavior","Since the Russian Federation invaded Ukraine, the European Union has continued to import Russian oil and gas. EU imports constituted 61 percent of Russia’s fossil fuel exports (besides oil and gas also coal) in the first one hundred days of the war. Oil and gas exports are an important part of the Russian economy, the revenues of which make up 45% of Russia’s 2021 budget, according to the International Energy Agency. The imports of Russian oil and gas are governed by Regulation 2015/478 of the European Parliament and of the Council of 11 March 2015 on common rules for imports. Article 1 of that Regulation states that such oil and gas shall be freely imported into the Union and shall not be subject to any quantitative restrictions. To decrease dependence on Russian oil and gas, the European Union has adopted REPowerEU, a plan to rapidly reduce dependence on Russian fossil fuels and fast forward the green transition. The plan focuses on saving energy, diversifying energy supplies, accelerating the rollout of renewables, and smart investments. The plan has no specific timeframe to achieve its goals but aims to achieve the reduction ""as soon as possible"" and ""well before 2030,"" 2030 being the target set before the adoption of the plan.",Whether the European Union has not adequately assessed the human rights and greenhouse emissions implications of its continued Russian oil and gas imports after the Russian invasion of Ukraine and of its current and planned measures to reduce the EU’s energy dependence on Russia.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220525_17659_complaint.pdf,https://climatecasechart.com/non-us-case/complaint-to-the-european-ombudsman-on-oil-and-gas-imports-from-russia
Residents of Omkoi v. Expert Committee on EIA Consideration and the Office of Natural Resources and Environmental Policy and Planning,2022,Black Case No. Sor. 1/2565,Pending,"Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Environmental assessment and permitting, Other projects, Suits against governments, Protecting biodiveristy and ecosystems","Thailand, Chiang Mai, Administrative Court","Thailand, The Wildlife Preservation and Protection Act B.E. 2535 (1992), Thailand, The Constitution of the Kingdom of Thailand B.E. 2560 (2017), Thailand, The UN Declaration on the Rights of Indigenous Peoples 2007, Thailand, Minerals Act B.E. 2560 (2017)","Kaboedin is an ethnic Karen community situated in a valley amidst an abundance of natural resources, whose history reflects its standing as one of the long-established indigenous highland communities in the Chiang Mai province of Thailand. In 1987, the employees of the 99 Thuwanon Company and brokers visited the Kaboedin community with the mandate to buy the villagers’ land. The villagers reluctantly sold their land under threat of land confiscation without compensation. Later, in 2000, the company applied for a concession certificate No. 1/2543 with the Department of Primary Industries and Mines, Ministry of Industry according to the Minerals Act B.E. 2510 (1967) (now amended to Mineral Act B.E. 2560), for a coal mining operation in Kaboedin village. Along with the application the company was required to provide an environmental impact assessment (EIA). The assessment was conducted in 2010, and the Expert Committee on EIA Consideration in the mining and extracting industry approved the EIA report of the Omkoi coal mining project on August 16, 2011. The approval was later upheld by the Expert Committee on December 29, 2020. But the locals found that the report lacked local participation and contained errors and inconsistencies regarding factual information, including forged signatures of the people.",Whether the approval granted for the Omkoi coal mining project be revoked on the basis of Thailand’s national laws and its international obligations in the context of violation to right to a clean and healthy environment and right to public participation in conducting an EIA?,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220404_Black-Case-No.-Sor.-12565_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220922_Black-Case-No.-Sor.-12565_order-1.pdf",https://climatecasechart.com/non-us-case/fifty-representatives-of-the-residents-of-omkoi-v-expert-committee-on-eia-consideration-in-the-mining-and-extracting-industry-and-the-office-of-natural-resources-and-environmental-policy-and-planning
"Global Feedback Ltd v Secretary of State for Environment, Food & Rural Affairs (challenge to the Food Strategy)",2022,,Pending,,,,"In June 2022 the UK government published its Food Strategy. According to the government the strategy “will help ensure we deliver our ambition for a prosperous agri-food sector, and that healthier and more sustainable diets can be achieved by all”.",Whether the government’s Food Strategy with reference to its sustainability and climate impact is legal.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230616_22360_press-release-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231221_22360_judgment.pdf",https://climatecasechart.com/non-us-case/global-feedback-ltd-v-secretary-of-state-for-environment-food-rural-affairs-challenge-to-the-food-strategy
Sukhdev Vihar Welfare Residents Association v. Union of India,2013,Application of 2013 (M.A. NO. 19 OF 2014),Decided,"Suits against governments, GHG emissions reduction and trading, Other","India, National Green Tribunal",,"In 2013, the applicants, a welfare residents association, challenged the construction and operation of the waste-to-energy plant by the Municipal Corporation of Delhi (MCD). The plant to be established in a densely populated residential area would be dangerous to the lives of the residents. The incineration of unsegregated municipal solid waste emits large quantities of GHG, including carbon dioxide and nitrogen oxides thereby contributing to global climate change. They are also a large source of indirect GHG, including carbon monoxide, non-methane volatile organic compounds and sulphur dioxide. The incinerator also emits more CO2 per MW/hour than any fossil fuel- based power source including coal/fuel power plants. The respondents, MCD, argued that the plant is a state- of-the-art facility and offers a clean, efficient and effective alternative to dumping of municipal solid waste in landfill sites. It is in the public interest that the plant operate.",Operating waste-to-energy plant in a densely populated area leads to GHG emissions.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_Application-of-2013-M.A.-NO.-19-OF-2014_judgment-1.pdf,https://climatecasechart.com/non-us-case/sukhdev-vihar-welfare-residents-association-v-union-of-india
"Alena Hochstadt, et al. v. State of Hessen",2021,,Decided,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On September 9, 2021, the youth plaintiffs Alena Hochstadt, Dennis Georg, and Lilly Claudi, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany) brought a constitutional claim against the state of Hesse for its failure to adopt a climate protection law. In January 2021, a draft Climate Change Act was introduced to the Hessian state parliament. The bill is currently under review. Plaintiffs argued that the draft did not meet the constitutional obligations for climate protection. On the one hand, because it failed to specify a reliable reduction pathway for complying with the remaining CO2 budget on account of the lack of any annual target-setting. On the other, because it did not prescribe tools and mechanisms for achieving and reviewing the adequacy of the climate protection argues. Further, plaintiffs argued that the 2012 Hessian Energy Future Act was insufficient to fill these gaps, as it only sets a nonbinding target for the expansion of the renewable energy sector and thus also only for one of the sectors relevant for climate protection. Plaintiffs argued that this lack of more stringent targets at the state level violated their fundamental constitutional rights. Further, plaintiffs invoked the state’s duty to protect their fundamental rights, to request that the state legally stipulate a GHG emissions reduction pathway towards achieving climate neutrality by 2045, to comply with the Federal Climate Protection Act and the overarching 1.5°C temperature target, as informed by the Paris Agreement. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The lack of a climate protection law in the State of Hessen.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_14602_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14602_order.pdf",https://climatecasechart.com/non-us-case/alena-hochstadt-et-al-v-state-of-hesse
Clean Energy Regulator v. MT Solar Pty. Ltd.,,[2013] FCA 205,Penalties imposed,,,"Australia, Renewable Energy (Electricity) Act 2000 (Federal)","This case concerned the penalties to be imposed on an unlicensed electrician, the company which employed him to install solar panels and other related parties.  As the electrician did not have the appropriate accreditation to install the solar panels, the company was not entitled to claim Renewable Energy Certificates (RECs) under the Renewable Energy (Electricity) Act 2000 (Cth).  The federal authority in charge of administering the issuance of RECs, the Clean Energy Regulator, sought civil penalties against the respondents for contravening the Act by providing false information as to the qualifications of the electrician. In discussing the factual background to the case, Justice Foster noted that a state government feed-in tariff offered for renewable energy projects had created significant market pressure for projects to be delivered quickly (the tariff was only available through 2016), and that there had been a shortage of qualified electricians to meet the demand.",To impose penalties for providing false information to the government regarding the installation of solar panels and claiming of Renewable Energy Certificates,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130308_2013-FCA-205_judgment.pdf,https://climatecasechart.com/non-us-case/clean-energy-regulator-v-mt-solar-pty-ltd
Commission of the European Communities v. Finland,,[2006] C-107/05,Successful,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, European Court of Justice","European Union, Secondary Law, Directives, 2003/87/EC","Finland failed to apply in full the EU ETS to the province of Aland.  The Commission brought this action under the Article 226 EC procedure, contending that Finland had failed to properly implement the Directive.  The Court agreed with the Commission, holding that Finland, by not implementing Directive 2003/87/EC in due time, failed to fulfill its obligations.",Compel Finland to comply with obligations under Directive 2003/87/EC,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2005/20050303_2006-C-10705_judgment.pdf,https://climatecasechart.com/non-us-case/commission-of-the-european-communities-v-finland
ClientEarth v Poland (on behalf of M.O.),2021,,Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Poland, District Court","Poland, Civil Code","ClientEarth, on behalf of a private citizen, brought an action against the Polish government alleging human rights violations for their failure to protect the citizen from the worsening effects of climate change. The case names the State Treasury as the defendant, represented by Minister for Climate and Environment, Minister for State Assets, Minister for Development, Labour and Technology, Minister for Infrastructure, Minister for Agriculture and Rural Development, and the Minister for Funds and Regional Policy. The plaintiff asks the court to determine the defendant's liability resulting from the public authorities’ allowing the emission of greenhouse gases (GHG) from the territory of Poland in excess of the ‘fair share.’ The plaintiff alleges this resulted in violations of the right to enjoy the value of the natural environment, including the right to live in stable and safe climatic conditions, health, respect for the place of residence, the right to privacy and respect for family life.",Whether the Polish government’s failure to protect plaintiff from the worsening effects of climate change violates personal and human rights,No case documents are available.,https://climatecasechart.com/non-us-case/clientearth-v-poland-on-behalf-of-mo
"Borealis Polyolefine GmbH v. Minister for Land, Forestry, Environment, and Water Management",,[2016] C-191-14,Claims denied but corrections factor remanded,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, European Court of Justice","European Union, Secondary Law, Directives, 2003/87/EC","This European Court of Justice rejected arguments from three industrial firms—one German, one Dutch, and one Italian—that they should be granted a larger number of free greenhouse gas emissions allowances under the European Union’s greenhouse gas Emissions Trading Scheme (ETS). The Court also instructed the European Commission to revise its approach to determining how many free allowances to grant—a step that has injected uncertainty into the markets built on the ETS. Several features of the ETS are critical to the case:","Challenge to legal validity of ""correction factor"" calculation for emissions allowances",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160428_2016-C-191-14_judgment.pdf,https://climatecasechart.com/non-us-case/borealis-polyolefine-gmbh-v-minister-for-land-forestry-environment-and-water-management
