label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
W & B Cabinets v. Casey City Council,2007,[2009] VCAT 1453,Decided,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)","Applicant land developer challenged the local council’s requirement that it conduct a full coastal hazard vulnerability assessment (CHVA) prior to approval of a planning permit in an Australian State Tribunal (VCAT). Where a local water agency had advised that the development would be acceptable as long as floor levels were designed taking into account sea level rise, the court found that the city council could not require a CHVA prior to permit approval. However, the court denied the permit on other grounds.",Whether a coastal vulnerability assessment must be conducted prior to a permit to grant development.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090727_2009-VCAT-1453_decision-1.pdf,https://climatecasechart.com/non-us-case/w-b-cabinets-v-casey-city-council
Federal Public Prosecutor’s Office v. State of Amazonas and FUNAI (Carbon Credits and Violation of Prior Consultation),2024,ACP 1040956-39.2024.4.01.3200,Pending,"Suits against governments, Environmental assessment and permitting, Other projects","Brazil, Amazonas, Amazonas Federal Court","Brazil, ILO Convention 169 (enacted by Decree 5051/2004, Brazil, Federal Constitution, art. 231","On November 19th 2024, the Federal Public Prosecutor's Office (MPF) filed a Public Civil Action (ACP) against the state of Amazonas and the National Foundation for Indigenous Peoples (FUNAI), seeking the suspension of the carbon credits/REDD+ project implemented by the Amazonas Environment Secretariat (SEMA/AM). The plaintiff alleges that the project was implemented without prior, free and informed consultation with indigenous and traditional communities, in violation of ILO Convention 169. Also, carbon credit projects, especially in the REDD+ modality, have structural flaws that compromise their effectiveness in reducing greenhouse gas (GHG) emissions, serving more as an instrument for the commodification of traditionally occupied territories than as a real climate mitigation mechanism. As a preliminary injunction, it is requested that urgent relief be granted for the immediate suspension of SEMA/AM's administrative acts. On the merits, it calls for the project to be declared null and void and for the state of Amazonas to be ordered to compensate the affected communities for material and moral damage.","Whether the carbon credits from a REDD+ project should be suspended for failing to conduct prior, free, and informed consultation with indigenous and traditional communities",No case documents are available.,https://climatecasechart.com/non-us-case/federal-public-prosecutors-office-v-state-of-amazonas-and-funai-carbon-credits-and-violation-of-prior-consultation
Perry v. Hepburn Shire Council,2007,(2007) 154 LGERA 182; [2007] VCAT 1309,dECIDED,"Suits against governments, Environmental assessment and permitting, Renewable projects","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)","An Australian tribunal approved a proposal for a community owned wind farm.  Among other grounds, local residents challenged that the wind energy generated from the project would not produce sufficient greenhouse gas benefits to justify the negative visual, environmental and amenity impacts of the turbines.  The tribunal held that the proposal adequately considered the benefits to the broader community of renewable energy generation as well as the contribution of the project to reducing greenhouse gas emissions, and the probabilities weigh in favor of GHG abatement benefits being achieved.",Challenge to a council approval of a community-owned wind farm,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070727_2007-154-LGERA-182-2007-VCAT-1309-_decision.pdf,https://climatecasechart.com/non-us-case/perry-v-hepburn-shire-council
Instituto Preservar et. al. v. Copelmi Mineração Ltda. and IBAMA,2021,Ação Civil Pública Nº 5030786-95.2021.4.04.7100/RS,Decided (Precautionary Measures),"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","Brazil, Rio Grande do Sul, Rio Grande do Sul Federal Court","Brazil, State Policy on Climate Change (Rio de Grande do Sul), Brazil, National Climate Change Policy (Law No. 12187 of 2009)","In May 2021, four NGOs (AGAPAN, INGÁ, COONATERRA-BIONATUR and CEPPA) filed a request for precautionary measures against the Brazilian environmental agency, IBAMA, and Copelmi, a mining company, related to an open-pit coal mining project within the Nova Seival coal-fired power plant, which, if approved, will be the largest coal power plant in Brazil. The plaintiffs identified a series of irregularities in the permitting process, including: (i) inadequate public participation, (ii) the lack of analysis of the EIA by the environmental agency, and (iii) the risks and impacts caused by the project. The request was subsequently converted into a public civil action. The plaintiffs sought to suspend a public hearing and the permitting procedure until several material issues with the EIA are resolved. The Ministério Público, asked to opine on the case, specifically noted the need to undertake a strategic environmental assessment and asked for the assessment of climate change impacts in the general terms of reference for EIAs related to thermal power stations.",Whether climate change should be included as a necessary requirement in developing EIAs for thermoelectric power plants.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210831_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200519_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_petition-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200818_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220124_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220331_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210722_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220812_Acao-Civil-Publica-No-5030786-95.2021.4.04.7100RS_decision-1.pdf",https://climatecasechart.com/non-us-case/instituto-preservar-et-al-v-copelmi-mineracao-ltda-and-ibama
Yokosuka Climate Case,2019,"令和元年（行ウ）第275号, 令和元年（行ウ）第598号",Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Japan, Supreme Court, Japan, Tokyo High Court, Japan, Tokyo District Court","Japan, Administrative Law","On May 27, 2019, 45 Japanese citizens filed suit to block the construction of a new coal-fired power plant. The plaintiffs filed a legal challenge against the Japanese Minister of Economy, Trade and Industry, seeking cancelation of the notice of finalization of the environmental impact assessment for the construction of two new coal-fired generating units - totaling 1,300 MW - at the Yokosuka power plant. The plaintiffs allege that JERA, the plant operator, improperly exploited a streamlined assessment process for replacements or upgrades that the Japanese Government created after the Fukushima Fukushima Daiichi nuclear accident.",Plaintiffs challenged environmental impact assessment of coal-fired generating units. Issue is whether the Yokosuka citizens can cancel the Notice of Confirmation dated 30 November 2018.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190527_令和元年（行ウ）第275号-令和元年（行ウ）第598号_complaint-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191002_令和元年（行ウ）第275号-令和元年（行ウ）第598号_statement-of-reply-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190510_令和元年（行ウ）第275号-令和元年（行ウ）第598号_complaint-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230127_令和元年（行ウ）第275号-令和元年（行ウ）第598号_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240222_令和元年（行ウ）第275号-令和元年（行ウ）第598号_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240430_令和元年（行ウ）第275号-令和元年（行ウ）第598号_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20241023_令和元年（行ウ）第275号-令和元年（行ウ）第598号_judgment-1.pdf",https://climatecasechart.com/non-us-case/yokosuka-climate-case
Citizens of Riverdale Hospital v. Bridgepoint Health Services,,[2007] O.J. No. 2527,Application dismissed,"Suits against governments, Environmental assessment and permitting, Other projects","Canada, Ontario, Superior Court of Justice","Canada, Planning Act","Ontario Superior Court of Justice, Canada.  A citizen’s group opposed the demolition of a hospital in the City of Toronto.  Among other reasons, the group argued that the Ontario Municipal Board had failed to adequately consider the issue of greenhouse gas emissions.  The Court concluded that although CO2 emissions is an important environmental concern, the City and the Board had adequately considered the issue and correctly found the proposal to meet the requirements of section 24(1) of the Planning Act, R.S.O. 1990, c. P-13, as amended.",Challenge to municipal board’s decision approving the demolition of a hospital,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070626_2007-O.J.-No.-2527_decision.pdf,https://climatecasechart.com/non-us-case/citizens-of-riverdale-hospital-v-bridgepoint-health-services
Newark & Sherwood District Council v. The Secretary of State for Communities and Local Government,,2013] EWHC 2162,Dismissed,"Suits against governments, Environmental assessment and permitting, Renewable projects","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Town and Country Planning Act 1990 (England and Wales)","Residents challenged an Inspector decision granting planning permissions for the installation of a wind turbine. The Inspector had found that the benefits of renewable energy production and benefits to the rural economy outweighed the harm of “inappropriate development.” The court upheld the Inspector’s decision, finding that the Inspector’s reasoning was acceptable despite the limited energy generation capacity of the turbine.",Challenge planning permission for the construction of a wind turbine,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130719_2013-EWHC-2162_decision.pdf,https://climatecasechart.com/non-us-case/newark-sherwood-district-council-v-the-secretary-of-state-for-communities-and-local-government
Smith v. Pittwater Council,2012,[2013] NSWLEC 1145,Decided,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, New South Wales, Land and Environment Court","Australia, Environmental Planning and Assessment Act 1979 (NSW)","A landowner appealed a local council’s refusal of a planning permit in Australian state court. The council had found that the proposed development would not ensure adequate safety from flood risks given increased flood levels from climate change. Allowing the use of more conservative risk estimates than those employed by the council, the court found that the risk was not sufficient to warrant rejection as long as the permit was subject to certain flood planning conditions.",Appeal refusal of planning permit,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130521_2013-NSWLEC-1145_decision.pdf,https://climatecasechart.com/non-us-case/smith-v-pittwater-council
TransCanada v. USA,2016,ICSID Case No. ARB/16/21,Decided,,"Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, NAFTA (North American Free Trade Agreement)","In January 2016, Transcanada Corporation filed a request for arbitration arising out of the denial of the application for a Presidential Permit to construct the Keystone XL Pipeline, a proposed 1,897 km crude oil pipeline from Alberta (Canada) to Nebraska (United States), and the Government’s actions leading to that denial. The company argued that due to the ""politicization"" of the Obama administration's decision on whether to award a Presidential Permit for the Keystone XL Pipeline the US government was in breach of NAFTA provision regarding national treatment, most-favoured nation treatment and minimum standards of treatment, and that its actions amounted to an expropriation of property for which the company was entitled to compensation.",Whether the denial of the application for a Presidential Permit to construct the Keystone XL Pipeline and the Government’s actions leading to that denial amounted to unfair treatment of a Canadian corporation,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170324_ICSID-Case-No.-ARB1621_press-release-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160624_ICSID-Case-No.-ARB1621_petition-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160106_ICSID-Case-No.-ARB1621_points-of-claim-1.pdf",https://climatecasechart.com/non-us-case/transcanada-v-usa
Sustaining the Wild Coast NPC and Others  v. Minister of Mineral Resources and Energy and Others,2021,Case No. 3491/2021,Decided,"Suits against governments, Access to information, Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","South Africa, High Court","South Africa, Mineral and Petroleum Resources Development Act (MPRDA) Act 28 of 2002, South Africa, Constitution, South Africa, National Environmental Management Act 107 of 1998","On November 29, 2021, four environmental and human rights organizations (Sustaining the Wild Coast NPC, Mashona Dlamini, Dwesa-Cwebe Communal Property Association and four others) filed an application in the High Court of South Africa (Eastern Cape Division, Grahamstown) against respondents Minister of Mineral Resources and Energy, Minister of Environment, Forestry and Fisheries, Shell and Impact Africa. The application sought an interdict prohibiting the respondents from proceeding with the seismic survey off the eastern coast of South Africa from 2021-2022. The seismic survey pursued by Shell and Impact Africa followed an exploration right granted on April 29, 2014. It aimed at providing imaging of the subsurface to determine whether there might be energy reserves below the sea floor. To succeed in their application, the applicants must establish: (i) at least a prima facie right (ii) a reasonable apprehension of irreparable and imminent harm of the right if the interim interdict is not granted; (iii) balance of convenience; and (iv) lack of an alternative satisfactory remedy.","Whether an oil exploration focused seismic survey challenges constitutional rights regarding consultation, conservation, cultural and spiritual livelihood while highlighting also negatively impacting climate change.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211207_Case-No.-34912021_application-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211228_Case-No.-34912021_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220217_Case-No.-34912021_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220901_Case-No.-34912021_judgment-1.pdf",https://climatecasechart.com/non-us-case/sustaining-the-wild-coast-npc-and-others-v-minister-of-mineral-resources-and-energy-and-others
R (on the application of McLennan) v. Medway Council,2019,[2019] EWHC 1738 (Admin),Decided,"Suits against governments, Environmental assessment and permitting, Renewable projects","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Town and Compulsory Purchase Act 2004, United Kingdom, Planning Act 2008, United Kingdom, Town and Country Planning Act 1990 (England and Wales)",A British court ruled that a local planning board had erred in granting a development permit without considering whether the proposed project would affect the neighbor's ability to generate electricity from his solar panels.,Whether planning board erred in failing to consider that proposed development would infringe on neighbor's use of solar panels.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190710_2019-EWHC-1738-Admin_judgment.pdf,https://climatecasechart.com/non-us-case/r-on-the-application-of-mclennan-v-medway-council
Public Defender’s Office of the State of Pará vs. RMDLT Property Group and others (Project 997 carbon credits and “forest carbon grabbing”),2023,Public Civil Action (ACP) 0806582-68.2023.8.14.0015,Pending,"Suits against corporations, individuals, Corporations, Carbon credits, Suits against governments, Environmental assessment and permitting, Other projects","Brazil, Pará, Pará State Court","Brazil, ILO Convention 169 (enacted by Decree 5051/2004, Brazil, UN Framework Convention on Climate Change – UNFCCC (enacted by Federal Decree 2652/1998), Brazil, Forest Code (Law 12 651/2012)","On July 24, 2023, the Public Defender's Office of the State of Pará (DPE-PA) filed a Public Civil Action (ACP) with a request for injunctive relief against RMDLT Property Group Ltda, Brazil Property Group Compra, Venda e Locação de Imóvel Ltda, Brazil Agfor LLC, Agfor Empreendimentos Ltda, Michael Edward Greene and the municipality of Portel due to a project that generate illegal carbon credits sold on the voluntary market. This ACP is part of a set of four lawsuits filed by the DPE-PA on the same grounds, but challenging different carbon credit projects. The RMDLT Portel-Pará REDD Project or Rio Mandaquari REDD+ Project (Project 977), which is the object of the lawsuit, overlaps areas of the State Agro-Extractivist Settlement Projects (PEAEX) Deus é Fiel and Joana Peres II - Dorothy Stang. These PEAEXs are public lands whose real right of use is granted to traditional communities located in the municipality of Portel, in the state of Pará, which did not participate in the contested project. Project 977 generates REDD+ assets (credits generated by avoided deforestation, sustainable management and increased forest carbon stocks), was certified by an international company and was established in 2009 to generate carbon credits for forty years. Companies and individuals are sued for being responsible, developers of the project or alleged owners of the rural properties where it is located. The DPE-PA alleges irregularities in the property registrations that make up the enterprise, and that the project does not have authorisation from the state of Pará, which characterises the grabbing of public land. In addition, the mayor of Portel issued a Public Utility Decree authorising its operation, which the DPE-PA argues is unconstitutional. It is emphasised that the project was implemented without a prior technical study. The DPE-PA argues that the defendants acted in violation of the right to traditional territory, the right to prior, free and informed consultation of traditional communities, that they did not comply with federal legislation on climate change, payments for environmental services and public forest concessions and did not benefit the communities directly affected by the project. The plaintiff argues that the defendants' behaviour entails the duty to compensate for collective moral damage. As an injunction, the plaintiff requests (i) recognition of the possession of the lands by the traditional communities; (ii) suspension of Project 997 and an order that the defendants refrain from entering the PEAEX. On the merits, the plaintiff requests (i) confirmation of the requests for an injunction; (ii) recognition of the right to the traditional territory; (iii) the annulment of Project 977 and the legal transactions derived from it; (iv) an order to prohibit the defendants from entering the territories; (v) a declaration that the Public Utility Decree issued by the Municipality of Portel is null and void; (vi) an order to pay collective moral damages in the amount of R$ 5,000,000.00 to be paid into the Eastern Amazon Fund in favour of the communities of the extractivist territories of Portel.",Whether there were established illegal carbon credit projects in extractivist lands areas in the Pará State.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230724_Public-Civil-Action-ACP-0806582-68.2023.8.14.0015-_petition.pdf,https://climatecasechart.com/non-us-case/public-defenders-office-of-the-state-of-para-vs-rmdlt-property-group-and-others-project-997-carbon-credits-and-forest-carbon-grabbing
Charles and Howard Pty. Ltd. v. Redland Shire Council,2007,[2007] QCA 200 (Australia),Application dismissed,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, Queensland, Planning and Environment Court","Australia, Integrated Planning Act 1997 (Queensland)","The owner of property located on Australia's northwest coast wanted to build a dwelling close to the water but was refused by the local council, which prohibited such construction in locations at risk for flooding. The property owner appealed that refusal to the Queensland Planning and Environment Court, which upheld the council's decision and also noted that climate change was increasing the flood risks of concern to the council. The property owner appealed that ruling to the Supreme Court of Queensland, which upheld the lower court's decision.",Challenge to local council’s decision limiting development in a coastal flood zone,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070615_2007-QCA-200-Australia_decision-1.pdf,https://climatecasechart.com/non-us-case/charles-howard-pty-ltd-v-redland-shire-council
"Africa Climate Alliance et. al., v. Minister of Mineral Resources & Energy et. al. (#CancelCoal case)",2021,Case No. 56907/21,Decided,"Suits against governments, Environmental assessment and permitting, Utilities","South Africa, High Court","International Law, UNFCCC, Paris Agreement, South Africa, Electricity Regulations Act, South Africa, NERSA Act, South Africa, Constitution, South Africa, National Environmental Management Act 107 of 1998","The Cancel Coal case was initiated in November 2021 by the African Climate Alliance (a youth-led organization), Vukani Environmental Justice Movement in Action, and Groundwork Trust, represented by the Centre for Environmental Rights. These groups filed proceedings in the High Court of South Africa to challenge the government’s decision to include 1,500 MW of new coal-fired power in the Integrated Resource Plan of 2019. The applicants named the Minister of Mineral Resources and Energy, the National Energy Regulator of South Africa (NERSA), the Minister of Forestry, Fisheries and the Environment, and the President as respondents.",Whether the government’s decision to procure new coal-fired power is unconstitutional.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210802_Case-No.-5690721_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210826_Case-No.-5690721_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210917_Case-No.-5690721_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210901_Case-No.-5690721_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211102_Case-No.-5690721_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211110_Case-No.-5690721_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211208_Case-No.-5690721_reply-2.doc, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211208_Case-No.-5690721_reply.doc, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20241204_Case-No.-5690721_decision.pdf",https://climatecasechart.com/non-us-case/africa-climate-alliance-et-al-v-minister-of-mineral-resources-energy-et-al-cancelcoal-case
EarthLife Africa Johannesburg v. Minister of Environmental Affairs and Others,2015,Case no. 65662/16,Decided,"Suits against governments, Environmental assessment and permitting, Utilities","South Africa, High Court","South Africa, National Environmental Management Act 107 of 1998","South Africa's High Court was asked to determine whether, under the National Environmental Management Act 107 of 1998, ""relevant"" considerations for environmental review of plans for a new 1200 MW coal-fired Thabametsi Power Project include the project’s impacts on the global climate and the impacts of a changing climate on the project. Notably, the project would operate until about 2060. The court, after observing that the statute does not expressly contemplate climate change, held that such considerations are relevant and that their absence from the environmental review of the project made its approval unlawful. This question came before the court as a result of EarthLife Africa Johannesburg's appeals. The first appeal was submitted to the Minister of Environmental Affairs to challenge the adequacy of the project's environmental review; EarthLife argued that the review was invalid because it largely ignored climate change. The second was submitted to the High Court in Pretoria to challenge the Minister's mealy-mouthed determination that the review was legally valid even though it would have to be supplemented by a climate change analysis because issues related to climate mitigation and adaptation had not ""comprehensively assessed and/or considered.""",Challenge to environmental review of coal-fired power plant development for failure to adequately consider climate change-related impacts,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170306_Case-no.-6566216_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180130_Case-no.-6566216_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180326_Case-no.-6566216_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201119_Case-no.-6566216_order.pdf",https://climatecasechart.com/non-us-case/4463
Outstanding Landscape Protection Society Inc. v Hastings District Council,,[2007] NZEnvC 87,Approval overturned,"Suits against governments, Environmental assessment and permitting, Renewable projects","New Zealand, Environment Court","New Zealand, Resource Management Act 1991",The Environment Court of New Zealand upheld an appeal by citizen groups challenging the approval of resource consents for Unison Networks Limited to construct and operate a wind farm. The court reasoned that the adverse landscape impacts and associated cultural values outweighed the advantages derived from the generation of renewable electricity and reduced greenhouse gas emissions.,Challenge to approval of proposed wind farm,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070413_2007-NZEnvC-87_decision.pdf,https://climatecasechart.com/non-us-case/outstanding-landscape-protection-society-inc-v-hastings-district-council
South Durban Community Environmental Alliance v. Minister of Environment and Others,2021,17554/2021,Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","South Africa, High Court","International Law, UNFCCC, Paris Agreement, South Africa, National Environmental Management Act 107 of 1998","In June 2021, an environmental justice organization filed suit challenging the South African government's approval of offshore oil and gas exploration by Eni South Africa and Sasol. The suit challenges the authorization on several grounds, including the government's failure to consider the climate impacts resulting from the exploration in its Environmental Impact Assessment. Plaintiffs allege that this is in violation of the country's climate change commitments, including those under the Paris Agreement, and its environmental assessment laws.",Whether South Africa's authorization of oil exploration violates climate commitments,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210614_175542021_application-1.pdf,https://climatecasechart.com/non-us-case/south-durban-community-environmental-alliance-v-minister-of-environment-et-al
Bennett v. Cumbria County Council,2019,,Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","United Kingdom, England and Wales, High Court of Justice","United Kingdom, National Planning Policy Framework","On December 11, 2019, the claimant filed an application for judicial review of Cumbria County Council's decision to grant planning permission for the development of a new underground metallurgical coal mine and associated development in Whitehaven, Cumbria. The claimants argued that the Council had failed to correctly apply the test for new coal projects set out in the National Planning Policy Framework. The challenge to the legality of the decision was based on the following grounds: the defendants failed to properly consider the GHG emissions from the mine and provide adequate reasons for their decision; the defendants failed to properly account for the impacts of ""middlings coal"" in the decision; the defendant failed to give lawful reasons for the imposition of a 15% restriction on the production of middlings coal; the defendant failed to consider the UK Government's Net Zero Target; and the defendant failed to comply with the relevant planning regulations.",Whether the grant of permission for a new coal mine by Cumbria County Council was lawful,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191212_14006_complaint.pdf,https://climatecasechart.com/non-us-case/bennett-v-cumbria-county-council
Conservation Council of Western Australia v. Hatton and Woodside,2020,CIV 2246 of 2020; CIV 2247 of 2020; [2022] WASC 58; [2022] WASC 59,Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","Australia, Western Australia, Supreme Court","Australia, Environmental Protection Act (Western Australia)","On December 21, 2020, the Conservation Council of Western Australia (CCWA) filed suit against the former chairman of the Western Australia EPA and the natural gas company Woodside, alleging that the EPA had allowed Woodside to process unlimited amounts of gas at two plants, in violation of the state's Environmental Protection Act. According to news reports, CCWA alleges that the state EPA had previously only allowed the plants to process gas from particular sources. Then, in July 2019, EPA made two decisions allowing the plants to process gas from any source, made under provisions of the Environmental Protection Act that allows minor changes to previous approvals without significant assessment. CCWA alleges that the environmental and climate impacts were major and should have triggered the full consideration of the EPA. According to news reports, Woodside is partnering with Shell, BP, Chevron, and BHP to extract, transport, and process the gas as part of the Burrup Hub project.",Whether the state EPA's allowing expanded natural gas sourcing violated the state Environmental Protection Act due to environmental and climate impacts,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220301_CIV-2246-of-2020-CIV-2247-of-2020-2022-WASC-58-2022-WASC-59_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220301_CIV-2246-of-2020-CIV-2247-of-2020-2022-WASC-58-2022-WASC-59_judgment-1.pdf",https://climatecasechart.com/non-us-case/conservation-council-of-western-australia-v-hatton-and-woodside
"H.J. Banks & Co.  v. Secretary of State for Housing, Communities, and Local Government",2018,CO/1731/2018,Decided,,"United Kingdom, England and Wales, High Court of Justice","United Kingdom, National Planning Policy Framework, United Kingdom, Town and Country Planning Act 1990 (England and Wales)","H. J. Banks & Co. Ltd challenged the Secretary of State for Housing, Communities, and Local Government under section 288 of the Town and Country Planning Act 1990 for denying a planning permission for a coal mining project. The High Court quashed the denial on two grounds, including the Secretary’s inadequate explanation of how preventing the project would reduce greenhouse gas emissions.",The legal reasoning required to deny a coal extraction project on the basis of adverse effects from associated greenhouse gas emissions,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181123_CO17312018_decision-2.pdf,https://climatecasechart.com/non-us-case/hj-banks-co-v-secretary-of-state-for-housing-communities-and-local-government
"Protect Dunsfold Ltd v Secretary of State for Levelling Up, Housing and Communities; Waverley Borough Council v SSLUHC",2022,,Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Town and Country Planning Act 1990 (England and Wales)","In June 2022, the UK government granted an exploratory planning permission for UK Oil & Gas to explore for oil and gas near the village of Dunsfold in Surrey, close to an Area of Outstanding Natural Beauty (AONB). This came after Surrey County Council had refused the scheme, with the government thereby overturning the Council’s decision. The claimants are now challenging the government’s decision to grant the planning permission. In July 2023, the High Court dismissed the challenge.
The claimants argued that:
-	the Secretary of State had not complied with national policy requiring him to give “great weight” to conserving and enhancing landscape and scenic beauty as the starting point in his decision (ground 1);
-	the Secretary of State failed to explain a key inconsistency in his decision-making, which makes it unlawful. Namely, the same day the Secretary of State allowed the project at Dunsfold, he refused permission for a similar scheme because of its potential impact on the climate due to greenhouse gas emissions. Emissions from the proposal at Dunsfold would be higher than the other scheme (ground 2).
The judge dismissed both grounds. She found:
-	on ground 1: That the Secretary of State had reached an adequate interpretation of the policies when considering exploratory planning in an area of AONB.
-	on ground 2: The ‘similar scheme’ at Ellesmere Port was refused for distinct reasons, specifically that of climate change whereas at Dunsfold this was not the sole reason for refusal, meaning there is not an issue of inconsistency between the decisions.
On January 9, 2024 it was reported that the Court of Appeal had refused the claimants permission to appeal, bringing their challenge to an end.",Whether the government’s decision to grant planning permission for oil and gas exploration was unlawful.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230809_21603_press-release.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220718_21603_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230518_21603_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230720_21603_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240109_21603_na.pdf",https://climatecasechart.com/non-us-case/protect-dunsfold-ltd-v-secretary-of-state-for-levelling-up-housing-and-communities-waverley-borough-council-v-ssluhc
